,geometry,LATITUDE,LONGITUDE,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_CENTRE
809,POINT (-123.57831676966998 53.275005702881124),53.275000000000006,-123.57830000000001,1509.0,C10173,2010,2010-07-28 03:05:00,2010-08-04 23:00:00,Lightning,Cariboo Fire Centre
810,POINT (-122.41618418368174 52.13555681161407),52.135600000000004,-122.4162,15657.300000000001,C20189,2010,2010-07-28 03:11:00,2010-11-26 21:12:00,Lightning,Cariboo Fire Centre
811,POINT (-123.55050079070182 53.34383970900298),53.3438,-123.5505,30843.801,C10205,2010,2010-07-28 03:23:00,2010-11-26 23:26:00,Lightning,Cariboo Fire Centre
812,POINT (-123.51985278213837 53.335672712749904),53.3357,-123.5198,2500.0,C10203,2010,2010-07-28 03:33:00,2010-08-06 01:30:00,Lightning,Cariboo Fire Centre
813,POINT (-122.57949913238869 51.89170678179023),51.8917,-122.57950000000001,3307.9,C20260,2010,2010-07-28 03:37:00,2010-12-01 16:00:00,Lightning,Cariboo Fire Centre
814,POINT (-126.81506554831356 54.01318929556047),54.013200000000005,-126.81500000000001,5422.0,R20165,2010,2010-07-28 04:15:00,2010-10-21 15:00:00,Lightning,Northwest Fire Centre
815,POINT (-125.36885226885218 53.850621484296965),53.8506,-125.36880000000001,40000.0,R10100,2010,2010-07-28 04:57:00,2010-10-22 22:30:00,Lightning,Northwest Fire Centre
816,POINT (-126.2966842660897 53.47000535325233),53.47,-126.2967,7035.0,R10221,2010,2010-07-28 06:24:00,2010-10-22 22:30:00,Lightning,Northwest Fire Centre
817,POINT (-124.0245298648915 53.33758764743409),53.3376,-124.0245,2273.0,C10299,2010,2010-07-28 22:01:00,2010-11-27 00:00:00,Lightning,Cariboo Fire Centre
818,POINT (-127.71916471642143 54.11163817574105),54.1116,-127.71910000000001,1483.0,R20148,2010,2010-07-29 00:00:00,2010-10-22 15:30:00,Lightning,Northwest Fire Centre
819,POINT (-124.96903390799638 53.037038516652636),53.037,-124.96900000000001,13087.0,G40353,2010,2010-07-29 05:00:00,2010-11-30 20:00:00,Lightning,Prince George Fire Centre
820,POINT (-126.17001512597948 53.13500336212513),53.135000000000005,-126.17,6273.2,C50287,2010,2010-07-31 17:59:00,2010-11-30 04:20:00,Lightning,Cariboo Fire Centre
821,POINT (-125.03468479009156 52.67517249832119),52.675200000000004,-125.0347,6033.900000000001,C50301,2010,2010-07-31 19:13:00,2010-10-26 13:05:00,Lightning,Cariboo Fire Centre
822,POINT (-125.06334879687657 52.681672494688506),52.6817,-125.06330000000001,6034.6,C50297,2010,2010-07-31 19:42:00,2010-10-15 13:03:00,Lightning,Cariboo Fire Centre
823,POINT (-125.78668386117421 52.55167139818784),52.551700000000004,-125.78670000000001,3086.0,C50300,2010,2010-07-31 22:10:00,2010-09-11 14:14:00,Lightning,Cariboo Fire Centre
824,POINT (-126.68668558032668 54.14307131450155),54.143100000000004,-126.6867,2084.0,R20242,2010,2010-08-03 00:15:00,2010-10-25 19:00:00,Lightning,Northwest Fire Centre
825,POINT (-126.58143005921866 52.77987030088413),52.779900000000005,-126.5814,4552.6,VA0955,2010,2010-08-03 04:16:00,2010-09-27 20:00:00,Lightning,Costal Fire Centre
826,POINT (-129.3682606228621 59.63060496682565),59.6306,-129.3682,11000.0,R90015,2011,2011-05-29 23:00:00,2011-11-01 23:00:00,Lightning,Northwest Fire Centre
827,POINT (-123.7361876367302 59.5204568100687),59.520500000000006,-123.73620000000001,2540.0,G90240,2012,2012-06-23 00:26:00,2012-12-13 17:25:00,Lightning,Prince George Fire Centre
828,POINT (-120.83085223697078 59.808840237143215),59.808800000000005,-120.83080000000001,12196.300000000001,G90160,2012,2012-07-04 20:39:00,2012-11-22 00:00:00,Lightning,Prince George Fire Centre
829,POINT (-121.23546980866672 58.883856162567035),58.883900000000004,-121.2355,2480.6,G90177,2012,2012-07-06 19:30:00,2012-11-22 00:00:00,Lightning,Prince George Fire Centre
830,POINT (-121.66178545446925 59.89625811852342),59.896300000000004,-121.6618,1102.3,G90257,2012,2012-07-22 23:13:00,2012-11-22 00:00:00,Lightning,Prince George Fire Centre
831,POINT (-123.67323766444788 59.589422819776516),59.589400000000005,-123.67320000000001,3960.0,G90239,2012,2012-07-23 00:45:00,2012-12-13 17:25:00,Lightning,Prince George Fire Centre
832,POINT (-123.94776478169058 57.85033975769846),57.850300000000004,-123.94770000000001,2443.3,G90522,2012,2012-07-26 00:10:00,2012-11-21 20:00:00,Lightning,Prince George Fire Centre
833,POINT (-128.22780328106356 59.33150614019222),59.331500000000005,-128.2278,3010.9,G90403,2012,2012-07-26 22:22:00,2012-11-22 00:00:00,Lightning,Prince George Fire Centre
834,POINT (-127.66648613004456 59.220220225135456),59.220200000000006,-127.6665,2936.3,G90327,2012,2012-07-26 23:39:00,2012-11-22 00:00:00,Lightning,Prince George Fire Centre
835,POINT (-124.79009003292734 59.8753716573057),59.875400000000006,-124.79010000000001,1827.1000000000001,G90311,2012,2012-07-28 02:38:00,2012-12-13 16:30:00,Lightning,Prince George Fire Centre
836,POINT (-122.06402169689676 58.36267303487873),58.362700000000004,-122.06400000000001,5831.900000000001,G90324,2012,2012-07-28 19:53:00,2012-12-12 23:45:00,Lightning,Prince George Fire Centre
837,POINT (-123.95238892800326 58.13660576120436),58.1366,-123.95240000000001,2499.0,G90517,2012,2012-07-30 02:05:00,2012-11-22 00:00:00,Person,Prince George Fire Centre
838,POINT (-129.08752947191996 59.441903010393645),59.441900000000004,-129.0875,3500.0,R90113,2012,2012-08-09 00:05:00,2012-10-31 18:28:00,Lightning,Northwest Fire Centre
839,POINT (-120.62558374565725 58.99413925202958),58.9941,-120.6256,24851.801,G90464,2012,2012-08-09 01:27:00,2012-12-13 17:25:00,Lightning,Prince George Fire Centre
840,POINT (-120.07371791055083 57.55934029511594),57.5593,-120.0737,9600.0,G80379,2012,2012-08-09 03:00:00,2013-06-01 07:00:00,Lightning,Prince George Fire Centre
841,POINT (-127.7065686833801 54.031438176071056),54.031400000000005,-127.70660000000001,2367.0,R20133,2012,2012-08-12 12:39:00,2012-10-24 17:00:00,Lightning,Northwest Fire Centre
842,POINT (-126.21696843299752 58.3703894358439),58.370400000000004,-126.21690000000001,1590.8,G60396,2012,2012-08-16 22:00:00,2012-10-26 17:30:00,Lightning,Prince George Fire Centre
843,POINT (-125.58999806047089 53.19848843939848),53.1985,-125.59,7450.0,R10171,2012,2012-08-21 02:06:00,2012-10-29 17:57:00,Lightning,Northwest Fire Centre
844,POINT (-121.28234850590722 50.57357188303838),50.5736,-121.2823,1400.0,K20028,2013,2013-04-27 20:45:00,2013-12-31 18:00:00,Person,Kamloops Fire Centre
845,POINT (-130.929279612407 57.401303741674795),57.401300000000006,-130.9293,3100.0,R90067,2013,2013-06-10 21:53:00,2013-11-13 17:00:00,Lightning,Northwest Fire Centre
846,POINT (-126.62785106579877 59.39583738064733),59.3958,-126.62780000000001,1029.6,G90119,2013,2013-06-15 05:54:00,2013-11-21 23:00:00,Lightning,Prince George Fire Centre
847,POINT (-125.1000148191995 52.729322490988125),52.7293,-125.10000000000001,1200.0,C50224,2013,2013-07-31 22:54:00,2013-10-01 07:00:00,Lightning,Cariboo Fire Centre
848,POINT (-126.21733318143 53.27178735978783),53.271800000000006,-126.21730000000001,3700.0,R10252,2013,2013-09-04 03:33:00,2013-12-02 19:30:00,Lightning,Northwest Fire Centre
849,POINT (-124.03869906220474 56.29987171783772),56.2999,-124.0387,1688.3400000000001,G60297,2014,2014-05-16 19:17:00,2014-10-29 15:27:00,Person,Prince George Fire Centre
850,POINT (-125.71885157037585 56.800672490860926),56.800700000000006,-125.7188,33068.0,G60096,2014,2014-05-30 00:31:00,,Lightning,Prince George Fire Centre
851,POINT (-126.88993232155892 53.382772273045596),53.3828,-126.88990000000001,3750.0,R10077,2014,2014-06-20 04:42:00,2014-11-06 21:25:00,Lightning,Northwest Fire Centre
852,POINT (-124.38161685244818 53.143072595119364),53.143100000000004,-124.3816,21518.0,G40198,2014,2014-07-02 19:50:00,2015-03-31 23:00:00,Lightning,Prince George Fire Centre
853,POINT (-123.83338342328786 54.87850771389814),54.8785,-123.83340000000001,1648.0,G50226,2014,2014-07-02 23:07:00,2014-09-17 23:00:00,Lightning,Prince George Fire Centre
854,POINT (-125.28776826368315 56.285955543605084),56.286,-125.2878,61285.0,G60195,2014,2014-07-03 00:46:00,,Lightning,Prince George Fire Centre
855,POINT (-120.40798369682258 54.577223157076915),54.577200000000005,-120.408,33547.0,G70182,2014,2014-07-03 03:52:00,,Lightning,Prince George Fire Centre
856,POINT (-125.73459815628836 53.398172425800546),53.3982,-125.7346,133100.0,R10070,2014,2014-07-08 21:15:00,2015-05-14 16:30:00,Lightning,Northwest Fire Centre
857,POINT (-122.48968458168801 55.817838919016864),55.817800000000005,-122.4897,26280.801,G70221,2014,2014-07-13 19:49:24,,Unknown,Prince George Fire Centre
858,POINT (-121.19636897307672 59.20322317462705),59.2032,-121.19640000000001,1290.0,G90232,2014,2014-07-15 03:32:00,2014-10-31 15:00:00,Lightning,Prince George Fire Centre
859,POINT (-121.56078346534373 50.26963983668559),50.269600000000004,-121.5608,1389.0,K70270,2014,2014-07-15 17:00:00,2014-09-16 21:00:00,Person,Kamloops Fire Centre
860,POINT (-123.64731891679808 56.12178976803132),56.1218,-123.6473,2289.46,G60283,2014,2014-07-17 13:30:00,2014-11-14 19:00:00,Lightning,Prince George Fire Centre
861,POINT (-123.46073398196587 56.343156799044785),56.3432,-123.4607,7979.49,G60376,2014,2014-07-17 20:27:00,2014-11-18 22:00:00,Lightning,Prince George Fire Centre
862,POINT (-123.5115688441543 56.011789784491825),56.0118,-123.5116,1386.46,G60293,2014,2014-07-17 21:36:00,2014-10-29 15:27:00,Lightning,Prince George Fire Centre
863,POINT (-128.47856614875045 59.034040102879786),59.034000000000006,-128.4785,2830.0,R90100,2014,2014-07-22 21:00:00,2014-11-17 16:04:00,Lightning,Northwest Fire Centre
864,POINT (-115.42063029303289 50.175040536536045),50.175000000000004,-115.42060000000001,1222.0,N20236,2014,2014-07-27 20:00:00,2014-11-03 17:00:00,Lightning,Southeast Fire Centre
865,POINT (-115.67559734388874 50.17297250770572),50.173,-115.6756,1976.0,N20200,2014,2014-07-27 20:00:00,2014-11-03 17:00:00,Lightning,Southeast Fire Centre
866,POINT (-120.42750086386101 57.31050623972338),57.310500000000005,-120.42750000000001,7932.0,G80354,2014,2014-08-03 03:41:00,2015-06-02 21:40:00,Lightning,Prince George Fire Centre
867,POINT (-125.08808516518795 56.14145556958849),56.1415,-125.08810000000001,1998.2,G60369,2014,2014-08-05 14:08:00,2014-10-29 16:00:00,Lightning,Prince George Fire Centre
868,POINT (-126.42973563032893 54.36960335357563),54.369600000000005,-126.42970000000001,3450.0,R20116,2014,2014-08-11 21:40:00,2015-05-14 20:18:00,Lightning,Northwest Fire Centre
869,POINT (-121.88551824333845 57.51788904296898),57.517900000000004,-121.88550000000001,4057.0,G80439,2014,2014-08-13 21:21:00,2015-06-02 21:40:00,Lightning,Prince George Fire Centre
870,POINT (-122.50937136611016 55.297788902221185),55.2978,-122.5094,1541.56,G60456,2014,2014-08-16 02:40:00,2014-10-29 15:27:00,Lightning,Prince George Fire Centre
871,POINT (-123.43341689826744 53.69085573478528),53.6909,-123.4334,25000.0,G10037,2015,2015-05-09 03:30:00,2015-12-15 16:00:00,Person,Prince George Fire Centre
872,POINT (-122.46834862156209 58.065004972058325),58.065000000000005,-122.4683,1966.8,G90081,2015,2015-05-21 00:00:00,2015-07-26 18:25:00,Lightning,Prince George Fire Centre
873,POINT (-123.55573282418672 50.37752360409496),50.377500000000005,-123.5557,12495.0,V30160,2015,2015-05-21 22:59:00,2015-11-13 19:34:00,Lightning,Costal Fire Centre
874,POINT (-128.57803842595817 59.49182208711673),59.491800000000005,-128.578,15000.0,R90045,2015,2015-05-22 00:21:00,2015-07-06 23:00:00,Lightning,Northwest Fire Centre
875,POINT (-126.86906845951285 58.22305433987653),58.223000000000006,-126.869,12845.0,G60214,2015,2015-05-22 01:22:00,2015-09-23 19:00:00,Lightning,Prince George Fire Centre
876,POINT (-132.44988081254317 59.26228749885204),59.2623,-132.4499,4070.0,R90047,2015,2015-05-22 17:37:00,2015-10-29 17:37:00,Lightning,Northwest Fire Centre
877,POINT (-133.1703236259955 58.789772394188184),58.7898,-133.1703,8743.0,R90046,2015,2015-05-23 01:20:00,2015-10-29 17:35:00,Lightning,Northwest Fire Centre
878,POINT (-124.2968564254621 58.960038721828965),58.96,-124.2968,18070.600000000002,G90175,2015,2015-05-26 05:56:00,2015-12-27 20:57:00,Lightning,Prince George Fire Centre
879,POINT (-127.86542233252523 59.51770519482981),59.517700000000005,-127.86540000000001,35327.699,G90180,2015,2015-05-26 23:01:00,2015-09-03 21:00:00,Lightning,Prince George Fire Centre
880,POINT (-121.58484644011317 50.16378982907472),50.1638,-121.5848,2174.0,K70122,2015,2015-06-11 18:15:00,2015-10-08 15:00:00,Person,Kamloops Fire Centre
881,POINT (-125.77656927309798 58.20167349877361),58.2017,-125.7766,1626.5,G60353,2015,2015-06-21 20:45:00,2015-09-15 16:00:00,Lightning,Prince George Fire Centre
882,POINT (-121.42045225333979 59.62839014939316),59.628400000000006,-121.4204,4175.6,G90245,2015,2015-06-24 00:08:00,2015-12-12 19:30:00,Lightning,Prince George Fire Centre
883,POINT (-121.00458925257198 59.773440211650225),59.7734,-121.00460000000001,1280.4,G90261,2015,2015-06-24 00:55:00,2015-07-24 19:00:00,Lightning,Prince George Fire Centre
884,POINT (-120.15301809356508 57.90467329353545),57.904700000000005,-120.153,20000.0,G80252,2015,2015-06-24 05:00:00,2016-05-11 15:35:00,Lightning,Prince George Fire Centre
885,POINT (-120.82062116723927 59.69035623668763),59.690400000000004,-120.8206,2204.6,G90258,2015,2015-06-24 20:08:00,2015-12-14 20:00:00,Lightning,Prince George Fire Centre
886,POINT (-121.34090036570134 59.85360616464424),59.8536,-121.3409,13498.6,G90263,2015,2015-06-24 20:53:00,2015-07-24 19:00:00,Lightning,Prince George Fire Centre
887,POINT (-120.02212097115451 59.63512335033522),59.6351,-120.02210000000001,6254.2,G90267,2015,2015-06-25 03:09:00,2015-12-15 15:45:00,Lightning,Prince George Fire Centre
888,POINT (-122.36460519230376 59.18448900610297),59.1845,-122.36460000000001,1047.0,G90269,2015,2015-06-25 22:23:00,2015-07-25 20:33:00,Lightning,Prince George Fire Centre
889,POINT (-121.95749953294067 58.07967204459718),58.0797,-121.95750000000001,2421.1,G90292,2015,2015-06-25 22:27:00,2015-12-16 19:20:00,Lightning,Prince George Fire Centre
890,POINT (-120.00003374607708 59.23334034554625),59.2333,-120.0,1918.3,G90287,2015,2015-06-26 01:16:00,2015-12-16 04:20:00,Lightning,Prince George Fire Centre
891,POINT (-120.33958811204727 59.76685630771358),59.7669,-120.3396,3151.8,G90323,2015,2015-06-26 10:30:00,2015-12-21 17:30:00,Lightning,Prince George Fire Centre
892,POINT (-127.45846727679658 53.03887319146029),53.038900000000005,-127.4585,1159.3,R50101,2015,2015-06-28 00:15:00,2015-10-05 18:16:00,Lightning,Northwest Fire Centre
893,POINT (-122.75416880667957 58.32450693603005),58.3245,-122.75420000000001,7803.8,G90359,2015,2015-06-29 23:24:00,2016-02-28 21:00:00,Lightning,Prince George Fire Centre
894,POINT (-123.12418709537623 58.74278888907025),58.7428,-123.1242,3994.4,G90303,2015,2015-06-29 23:26:00,2015-12-17 02:25:00,Lightning,Prince George Fire Centre
895,POINT (-122.0269360176715 58.985056051590405),58.9851,-122.02690000000001,1399.4,G90309,2015,2015-06-30 00:51:00,2015-07-25 20:33:00,Lightning,Prince George Fire Centre
896,POINT (-124.44665185658137 59.67755670714512),59.677600000000005,-124.4466,2395.6,G90326,2015,2015-06-30 01:46:00,2015-11-21 21:25:00,Lightning,Prince George Fire Centre
897,POINT (-121.88943542135958 49.91545678166951),49.9155,-121.88940000000001,2985.0,V10247,2015,2015-07-01 02:00:00,2015-11-10 17:31:00,Lightning,Costal Fire Centre
898,POINT (-123.36761488389367 50.67865563810502),50.6787,-123.36760000000001,6735.0,V30241,2015,2015-07-01 02:30:00,2015-11-05 21:23:00,Lightning,Costal Fire Centre
899,POINT (-123.86668706188854 56.36665574323539),56.3667,-123.86670000000001,5340.0,G60372,2015,2015-07-06 23:00:00,2015-09-17 17:28:00,Lightning,Prince George Fire Centre
900,POINT (-127.43528754026879 59.98007225971524),59.9801,-127.43530000000001,10827.300000000001,G90370,2015,2015-07-07 17:18:00,2016-03-31 20:00:00,Person,Prince George Fire Centre
901,POINT (-124.13479749250375 52.21552059913178),52.215500000000006,-124.13480000000001,8089.0,C50146,2015,2015-07-08 20:00:00,2015-11-23 18:15:00,Person,Cariboo Fire Centre
902,POINT (-118.41384863516801 49.27410714516476),49.274100000000004,-118.41380000000001,1966.0,N60585,2015,2015-07-25 19:26:00,2015-11-14 00:05:00,Lightning,Southeast Fire Centre
903,POINT (-121.87273429238958 49.461805761834164),49.461800000000004,-121.87270000000001,1386.0,V10370,2015,2015-08-02 18:00:00,2015-11-10 17:31:00,Unknown,Costal Fire Centre
904,POINT (-119.00865069102497 49.07243906680731),49.0724,-119.0086,4417.0,N60584,2015,2015-08-13 20:10:00,2015-11-17 22:30:00,Unknown,Southeast Fire Centre
905,POINT (-117.97669962045725 49.52830720963915),49.5283,-117.97670000000001,1240.0,N50600,2015,2015-08-14 15:51:00,2015-11-02 22:13:00,Lightning,Southeast Fire Centre
906,POINT (-119.62356481529828 49.12275500058155),49.1227,-119.62360000000001,5202.0,K50615,2015,2015-08-15 00:23:00,2015-12-21 19:08:00,Lightning,Kamloops Fire Centre
907,POINT (-115.5936800697335 49.18700645017722),49.187000000000005,-115.59370000000001,1250.0,N10741,2015,2015-08-21 22:01:00,2015-10-08 15:45:00,Lightning,Southeast Fire Centre
908,POINT (-121.19510068245253 56.593706115377216),56.593700000000005,-121.19510000000001,15739.0,G80046,2016,2016-04-19 00:11:00,2017-04-03 18:31:00,Person,Prince George Fire Centre
909,POINT (-120.43281750474813 56.52290621737708),56.5229,-120.4328,62700.0,G80068,2016,2016-04-19 03:05:00,2017-04-03 18:31:00,Person,Prince George Fire Centre
910,POINT (-121.6374846166399 56.256423046647164),56.2564,-121.6375,5636.0,G80074,2016,2016-04-19 16:07:00,2017-05-08 22:00:00,Person,Prince George Fire Centre
911,POINT (-129.34860772249493 59.80143896914352),59.8014,-129.3486,4687.0,R90074,2016,2016-07-12 01:03:00,2016-11-02 15:03:00,Lightning,Northwest Fire Centre
912,POINT (-117.57678197695809 51.08057234555919),51.080600000000004,-117.5768,1343.7,N51265,2017,2017-06-04 21:46:00,2017-10-11 17:00:00,Lightning,Southeast Fire Centre
913,POINT (-118.37049851052029 52.31367331595516),52.313700000000004,-118.3705,2100.0,G31097,2017,2017-06-20 22:04:00,2017-11-20 21:41:00,Lightning,Prince George Fire Centre
914,POINT (-121.39871285501768 51.65412391754687),51.6541,-121.3987,5711.0,C40621,2017,2017-07-06 13:15:00,2018-05-31 19:40:00,Person,Cariboo Fire Centre
915,POINT (-121.29761554654442 50.69978888705703),50.6998,-121.2976,191865.0,K20637,2017,2017-07-07 04:57:00,,Person,Kamloops Fire Centre
916,POINT (-120.57819810365598 49.574372916858444),49.574400000000004,-120.57820000000001,3197.5,K60643,2017,2017-07-07 19:15:00,2018-01-10 17:48:00,Person,Kamloops Fire Centre
917,POINT (-121.83345109841397 52.17642388537167),52.1764,-121.83340000000001,3387.0,C20645,2017,2017-07-07 19:30:00,2018-05-29 17:08:00,Person,Cariboo Fire Centre
918,POINT (-123.16864924682952 51.944005710477626),51.944,-123.16860000000001,239298.0,C50647,2017,2017-07-07 20:43:00,2018-06-18 21:07:00,Lightning,Cariboo Fire Centre
919,POINT (-124.70881694744104 53.26342255665509),53.263400000000004,-124.70880000000001,1273.0,G40664,2017,2017-07-07 21:00:00,,Person,Prince George Fire Centre
920,POINT (-121.05751917360143 52.80667300750662),52.8067,-121.0575,1375.0,C31161,2017,2017-07-07 21:38:00,2018-05-31 21:39:00,Lightning,Cariboo Fire Centre
921,POINT (-125.01600054589325 51.96084047965977),51.9608,-125.016,25558.0,C50744,2017,2017-07-07 21:42:00,2018-06-18 21:07:00,Lightning,Cariboo Fire Centre
922,POINT (-125.78178579766929 52.367955394047215),52.368,-125.7818,7367.0,VA0778,2017,2017-07-07 21:44:00,2017-12-01 17:00:00,Lightning,Costal Fire Centre
923,POINT (-122.5868693288348 52.48040580247987),52.4804,-122.5869,5648.0,C10740,2017,2017-07-07 21:48:00,2018-06-18 21:07:00,Lightning,Cariboo Fire Centre
